D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_371.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_371.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_371.jpg,0,0.5255837,0,25.00229
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_441.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_441.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_441.jpg,0,0.2876925,0,25.18714
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_508.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_508.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_508.jpg,0,0.1098651,0,25.17887
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_576.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_576.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_576.jpg,-0.2,0,0,25.00098
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_645.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_645.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_645.jpg,-0.35,0,0,24.80454
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_720.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_720.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_720.jpg,0,0,0,24.59554
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_791.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_791.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_791.jpg,0,0,0,24.4453
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_867.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_867.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_867.jpg,-0.05,0,0,24.24806
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_29_944.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_29_944.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_29_944.jpg,-0.25,0,0,24.02796
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_012.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_012.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_012.jpg,-0.4,0,0,23.81926
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_084.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_084.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_084.jpg,0,0,0,23.50889
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_154.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_154.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_154.jpg,0,0,0,23.29812
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_222.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_222.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_222.jpg,0,0,0,23.15222
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_293.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_293.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_293.jpg,0,0,0,23.0123
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_364.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_364.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_364.jpg,-0.2,0,0,22.81554
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_437.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_437.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_437.jpg,-0.4,0,0,22.56127
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_509.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_509.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_509.jpg,0,0,0,22.41204
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_581.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_581.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_581.jpg,0,0,0,22.22803
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_655.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_655.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_655.jpg,0,0,0,22.04849
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_727.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_727.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_727.jpg,-0.1,0.0278895,0,21.91356
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_801.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_801.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_801.jpg,-0.3,0.2750757,0,21.83553
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_873.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_873.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_873.jpg,0,0.4367892,0,21.91347
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_30_949.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_30_949.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_30_949.jpg,0,0.6918812,0,22.28145
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_018.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_018.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_018.jpg,0,0.9264635,0,22.87983
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_085.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_085.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_085.jpg,0,1,0,23.45385
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_155.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_155.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_155.jpg,-0.1,1,0,24.2315
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_229.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_229.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_229.jpg,-0.25,1,0,24.78613
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_296.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_296.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_296.jpg,0,1,0,25.53018
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_370.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_370.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_370.jpg,0,1,0,26.1012
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_439.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_439.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_439.jpg,0,1,0,26.85783
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_510.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_510.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_510.jpg,0,1,0,27.42172
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_582.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_582.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_582.jpg,-0.2,1,0,28.15215
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_651.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_651.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_651.jpg,-0.35,1,0,28.65124
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_723.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_723.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_723.jpg,0,1,0,29.31067
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_800.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_800.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_800.jpg,0,1,0,30.03384
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_871.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_871.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_871.jpg,0,1,0,30.18953
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_31_940.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_31_940.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_31_940.jpg,0,1,0,30.19019
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_014.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_014.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_014.jpg,-0.05,1,0,30.1899
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_085.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_085.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_085.jpg,-0.2,1,0,30.18069
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_159.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_159.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_159.jpg,0,1,0,30.18939
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_227.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_227.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_227.jpg,0,1,0,30.18996
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_298.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_298.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_298.jpg,0,1,0,30.19028
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_371.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_371.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_371.jpg,0,1,0,30.1903
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_440.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_440.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_440.jpg,-0.2,1,0,30.17991
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_510.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_510.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_510.jpg,-0.35,1,0,30.16401
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_582.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_582.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_582.jpg,0,1,0,30.1875
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_658.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_658.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_658.jpg,0,1,0,30.18983
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_733.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_733.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_733.jpg,0,1,0,30.1902
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_808.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_808.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_808.jpg,-0.05,1,0,30.18997
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_876.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_876.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_876.jpg,-0.25,1,0,30.17596
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_32_949.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_32_949.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_32_949.jpg,-0.4,1,0,30.15849
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_33_025.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_33_025.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_33_025.jpg,0,1,0,30.18565
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_33_093.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_33_093.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_33_093.jpg,0,1,0,30.18854
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_33_164.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_33_164.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_33_164.jpg,0,1,0,30.18995
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_33_233.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_33_233.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_33_233.jpg,0,1,0,30.1902
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_33_305.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_33_305.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_33_305.jpg,-0.15,1,0,30.18615
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_33_377.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_33_377.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_33_377.jpg,0,1,0,30.19071
D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\center_2020_06_24_02_26_33_447.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\left_2020_06_24_02_26_33_447.jpg,D:\Python_Projects\CarND-Behavioral-Cloning-P3\IMG\right_2020_06_24_02_26_33_447.jpg,0,1,0,30.19007
